"TIME_ID","DAY_NAME","DAY_NUMBER_IN_WEEK","DAY_NUMBER_IN_MONTH","CALENDAR_WEEK_NUMBER","FISCAL_WEEK_NUMBER","WEEK_ENDING_DAY","WEEK_ENDING_DAY_ID","CALENDAR_MONTH_NUMBER","FISCAL_MONTH_NUMBER","CALENDAR_MONTH_DESC","CALENDAR_MONTH_ID","FISCAL_MONTH_DESC","FISCAL_MONTH_ID","DAYS_IN_CAL_MONTH","DAYS_IN_FIS_MONTH","END_OF_CAL_MONTH","END_OF_FIS_MONTH","CALENDAR_MONTH_NAME","FISCAL_MONTH_NAME","CALENDAR_QUARTER_DESC","CALENDAR_QUARTER_ID","FISCAL_QUARTER_DESC","FISCAL_QUARTER_ID","DAYS_IN_CAL_QUARTER","DAYS_IN_FIS_QUARTER","END_OF_CAL_QUARTER","END_OF_FIS_QUARTER","CALENDAR_QUARTER_NUMBER","FISCAL_QUARTER_NUMBER","CALENDAR_YEAR","CALENDAR_YEAR_ID","FISCAL_YEAR","FISCAL_YEAR_ID","DAYS_IN_CAL_YEAR","DAYS_IN_FIS_YEAR","END_OF_CAL_YEAR","END_OF_FIS_YEAR"
2021-05-30,"Sunday",7,30,22,22,2021-05-30,1486,5,6,"2021-05",1700,"2021-06",1749,31,28,2021-05-31,2021-06-25,"May","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-05-31,"Monday",1,31,22,22,2021-06-06,1486,5,6,"2021-05",1700,"2021-06",1749,31,28,2021-05-31,2021-06-25,"May","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-01,"Tuesday",2,1,22,22,2021-06-06,1486,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-02,"Wednesday",3,2,22,22,2021-06-06,1486,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-03,"Thursday",4,3,22,22,2021-06-06,1486,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-04,"Friday",5,4,23,23,2021-06-06,1486,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-05,"Saturday",6,5,23,23,2021-06-06,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-06,"Sunday",7,6,23,23,2021-06-06,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-07,"Monday",1,7,23,23,2021-06-13,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-08,"Tuesday",2,8,23,23,2021-06-13,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-09,"Wednesday",3,9,23,23,2021-06-13,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-10,"Thursday",4,10,23,23,2021-06-13,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-11,"Friday",5,11,24,24,2021-06-13,1535,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-12,"Saturday",6,12,24,24,2021-06-13,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-13,"Sunday",7,13,24,24,2021-06-13,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-14,"Monday",1,14,24,24,2021-06-20,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-15,"Tuesday",2,15,24,24,2021-06-20,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-16,"Wednesday",3,16,24,24,2021-06-20,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-17,"Thursday",4,17,24,24,2021-06-20,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-18,"Friday",5,18,25,25,2021-06-20,1583,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-19,"Saturday",6,19,25,25,2021-06-20,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-20,"Sunday",7,20,25,25,2021-06-20,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-21,"Monday",1,21,25,25,2021-06-27,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-22,"Tuesday",2,22,25,25,2021-06-27,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-23,"Wednesday",3,23,25,25,2021-06-27,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-24,"Thursday",4,24,25,25,2021-06-27,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-25,"Friday",5,25,26,26,2021-06-27,1631,6,6,"2021-06",1701,"2021-06",1749,30,28,2021-06-30,2021-06-25,"June","June","2021-02",1778,"2021-02",1794,91,91,2021-06-30,2021-06-25,2,2,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-26,"Saturday",6,26,26,26,2021-06-27,1473,6,7,"2021-06",1701,"2021-07",1750,30,35,2021-06-30,2021-07-30,"June","July","2021-02",1778,"2021-03",1795,91,91,2021-06-30,2021-09-24,2,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-27,"Sunday",7,27,26,26,2021-06-27,1473,6,7,"2021-06",1701,"2021-07",1750,30,35,2021-06-30,2021-07-30,"June","July","2021-02",1778,"2021-03",1795,91,91,2021-06-30,2021-09-24,2,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-28,"Monday",1,28,26,26,2021-07-04,1473,6,7,"2021-06",1701,"2021-07",1750,30,35,2021-06-30,2021-07-30,"June","July","2021-02",1778,"2021-03",1795,91,91,2021-06-30,2021-09-24,2,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-29,"Tuesday",2,29,26,26,2021-07-04,1473,6,7,"2021-06",1701,"2021-07",1750,30,35,2021-06-30,2021-07-30,"June","July","2021-02",1778,"2021-03",1795,91,91,2021-06-30,2021-09-24,2,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-06-30,"Wednesday",3,30,26,26,2021-07-04,1473,6,7,"2021-06",1701,"2021-07",1750,30,35,2021-06-30,2021-07-30,"June","July","2021-02",1778,"2021-03",1795,91,91,2021-06-30,2021-09-24,2,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-01,"Thursday",4,1,26,26,2021-07-04,1473,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-02,"Friday",5,2,27,27,2021-07-04,1473,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-03,"Saturday",6,3,27,27,2021-07-04,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-04,"Sunday",7,4,27,27,2021-07-04,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-05,"Monday",1,5,27,27,2021-07-11,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-06,"Tuesday",2,6,27,27,2021-07-11,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-07,"Wednesday",3,7,27,27,2021-07-11,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-08,"Thursday",4,8,27,27,2021-07-11,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-09,"Friday",5,9,28,28,2021-07-11,1522,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-10,"Saturday",6,10,28,28,2021-07-11,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-11,"Sunday",7,11,28,28,2021-07-11,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-12,"Monday",1,12,28,28,2021-07-18,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-13,"Tuesday",2,13,28,28,2021-07-18,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-14,"Wednesday",3,14,28,28,2021-07-18,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-15,"Thursday",4,15,28,28,2021-07-18,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-16,"Friday",5,16,29,29,2021-07-18,1570,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-17,"Saturday",6,17,29,29,2021-07-18,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-18,"Sunday",7,18,29,29,2021-07-18,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-19,"Monday",1,19,29,29,2021-07-25,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-20,"Tuesday",2,20,29,29,2021-07-25,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-21,"Wednesday",3,21,29,29,2021-07-25,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-22,"Thursday",4,22,29,29,2021-07-25,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-23,"Friday",5,23,30,30,2021-07-25,1618,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-24,"Saturday",6,24,30,30,2021-07-25,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-25,"Sunday",7,25,30,30,2021-07-25,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-26,"Monday",1,26,30,30,2021-08-01,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-27,"Tuesday",2,27,30,30,2021-08-01,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-28,"Wednesday",3,28,30,30,2021-08-01,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-29,"Thursday",4,29,30,30,2021-08-01,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-30,"Friday",5,30,31,31,2021-08-01,1665,7,7,"2021-07",1702,"2021-07",1750,31,35,2021-07-31,2021-07-30,"July","July","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-07-31,"Saturday",6,31,31,31,2021-08-01,1497,7,8,"2021-07",1702,"2021-08",1751,31,28,2021-07-31,2021-08-27,"July","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-01,"Sunday",7,1,31,31,2021-08-01,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-02,"Monday",1,2,31,31,2021-08-08,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-03,"Tuesday",2,3,31,31,2021-08-08,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-04,"Wednesday",3,4,31,31,2021-08-08,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-05,"Thursday",4,5,31,31,2021-08-08,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-06,"Friday",5,6,32,32,2021-08-08,1497,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-07,"Saturday",6,7,32,32,2021-08-08,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-08,"Sunday",7,8,32,32,2021-08-08,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-09,"Monday",1,9,32,32,2021-08-15,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-10,"Tuesday",2,10,32,32,2021-08-15,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-11,"Wednesday",3,11,32,32,2021-08-15,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-12,"Thursday",4,12,32,32,2021-08-15,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-13,"Friday",5,13,33,33,2021-08-15,1546,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-14,"Saturday",6,14,33,33,2021-08-15,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-15,"Sunday",7,15,33,33,2021-08-15,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-16,"Monday",1,16,33,33,2021-08-22,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-17,"Tuesday",2,17,33,33,2021-08-22,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-18,"Wednesday",3,18,33,33,2021-08-22,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-19,"Thursday",4,19,33,33,2021-08-22,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-20,"Friday",5,20,34,34,2021-08-22,1594,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-21,"Saturday",6,21,34,34,2021-08-22,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-22,"Sunday",7,22,34,34,2021-08-22,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-23,"Monday",1,23,34,34,2021-08-29,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-24,"Tuesday",2,24,34,34,2021-08-29,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-25,"Wednesday",3,25,34,34,2021-08-29,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-26,"Thursday",4,26,34,34,2021-08-29,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-27,"Friday",5,27,35,35,2021-08-29,1642,8,8,"2021-08",1703,"2021-08",1751,31,28,2021-08-31,2021-08-27,"August","August","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-28,"Saturday",6,28,35,35,2021-08-29,1481,8,9,"2021-08",1703,"2021-09",1752,31,28,2021-08-31,2021-09-24,"August","September","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
2021-08-29,"Sunday",7,29,35,35,2021-08-29,1481,8,9,"2021-08",1703,"2021-09",1752,31,28,2021-08-31,2021-09-24,"August","September","2021-03",1779,"2021-03",1795,92,91,2021-09-30,2021-09-24,3,3,2021,1804,2021,1808,365,371,2021-12-31,2021-12-31
